pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-002009,12.969561,77.64208,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0081
P-002010,12.971021,77.648887,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0082
P-002011,12.971031,77.64866,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0083
P-002012,12.97106,77.648386,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0084
P-002013,12.971173,77.648146,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0085
P-002014,12.971421,77.647902,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0086
P-002015,12.971579,77.647753,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0087
P-002016,12.971773,77.647538,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0088
P-002017,12.971915,77.647274,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0089
P-002018,12.971949,77.647139,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0090
P-002019,12.972004,77.64692,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0091
P-002020,12.971967,77.64663,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0092
P-002021,12.972022,77.64629,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0093
P-002022,12.972111,77.646136,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0094
P-002023,12.972286,77.645959,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0095
P-002024,12.972478,77.645811,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0096
P-002025,12.972757,77.645717,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0097
P-002026,12.972944,77.645665,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0098
P-002027,12.973296,77.645623,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0099
P-002028,12.973647,77.645582,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0100
P-002029,12.973862,77.645595,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0101
P-002030,12.974197,77.645635,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0102
P-002031,12.974504,77.645735,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0103
P-002032,12.974754,77.645725,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0104
P-002033,12.974926,77.645728,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0105
P-002034,12.975167,77.645685,F-03-02,D-0029,,,LT-9m-PCC,W-056,,KSPDB-SD03-D-0029-0106
P-002035,12.975391,77.645549,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0107
P-002036,12.97557,77.645331,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0108
P-002037,12.97569,77.645198,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0109
P-002038,12.975847,77.645117,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,
P-002039,12.976002,77.645041,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0111
P-002040,12.976149,77.644974,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0112
P-002041,12.976332,77.644805,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0113
P-002042,12.976608,77.644573,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0114
P-002043,12.976784,77.64441,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0115
P-002044,12.977054,77.644284,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,
P-002045,12.977265,77.644253,F-03-02,D-0029,,,LT-8m-Steel,W-056,,KSPDB-SD03-D-0029-0117
P-002046,12.977462,77.644272,F-03-02,D-0029,,,LT-9m-PCC,W-056,,KSPDB-SD03-D-0029-0118
P-002047,12.977761,77.644218,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0119
P-002048,12.977998,77.644105,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0120
P-002049,12.978152,77.644005,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,
P-002050,12.97823,77.643891,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0122
P-002051,12.978298,77.643725,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0123
P-002052,12.978309,77.64353,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0124
P-002053,12.978318,77.643371,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0125
P-002054,12.971988,77.647496,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0126
P-002055,12.972124,77.647413,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,
P-002056,12.972254,77.647357,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0128
P-002057,12.972529,77.64725,F-03-02,D-0029,,,LT-8m-PCC,W-056,,
P-002058,12.972788,77.647154,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0130
P-002059,12.973067,77.647108,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0131
P-002060,12.973212,77.647104,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0132
P-002061,12.973447,77.647074,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0133
P-002062,12.973765,77.646904,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0134
P-002063,12.973982,77.646671,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,
P-002064,12.974269,77.646507,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0136
P-002065,12.974414,77.646368,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0137
P-002066,12.97458,77.646109,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0138
P-002067,12.974719,77.645872,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0139
P-002068,12.974866,77.645745,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0140
P-002069,12.975137,77.645595,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0141
P-002070,12.975265,77.645538,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0142
P-002071,12.975483,77.645497,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0143
P-002072,12.975762,77.645468,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0144
P-002073,12.975913,77.64539,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,
P-002074,12.976214,77.645294,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0146
P-002075,12.976515,77.645128,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0147
P-002076,12.9767,77.644926,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0148
P-002077,12.97682,77.644822,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0149
P-002078,12.976968,77.644719,F-03-02,D-0029,,,LT-9m-Steel,W-056,560034,KSPDB-SD03-D-0029-0150
P-002079,12.977157,77.644599,F-03-02,D-0029,,,LT-9m-PCC,W-056,560034,KSPDB-SD03-D-0029-0151
P-002080,12.977409,77.6445,F-03-02,D-0029,,,LT-8m-PCC,W-056,560034,KSPDB-SD03-D-0029-0152
P-002081,12.977638,77.644491,F-03-02,D-0029,,,LT-8m-Steel,W-056,560034,KSPDB-SD03-D-0029-0153
P-002082,12.972393,77.649367,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0001
P-002083,12.972204,77.649652,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0002
P-002084,12.97208,77.649737,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0003
P-002085,12.971846,77.649882,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0004
P-002086,12.971666,77.649927,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0005
P-002087,12.971455,77.649936,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0006
P-002088,12.97131,77.649925,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0007
P-002089,12.971121,77.649971,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0008
P-002090,12.970831,77.649956,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0009
P-002091,12.970546,77.649945,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0010
P-002092,12.970206,77.64999,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0011
P-002093,12.96997,77.650009,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0012
P-002094,12.96982,77.650066,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0013
P-002095,12.969548,77.650076,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0014
P-002096,12.969212,77.650168,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0015
P-002097,12.969087,77.650242,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0016
P-002098,12.968817,77.6503,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0017
P-002099,12.968519,77.650467,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0018
P-002100,12.968324,77.650514,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,
P-002101,12.96808,77.650559,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0020
P-002102,12.967933,77.650617,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0021
P-002103,12.971561,77.649776,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0022
P-002104,12.971303,77.649605,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0023
P-002105,12.97112,77.649333,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0024
P-002106,12.97101,77.649163,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0025
P-002107,12.970949,77.648973,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0026
P-002108,12.970841,77.648767,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0027
P-002109,12.970735,77.648606,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0028
P-002110,12.970553,77.648424,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0029
P-002111,12.970412,77.648336,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0030
P-002112,12.97013,77.648138,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0031
P-002113,12.969795,77.648039,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0032
P-002114,12.969518,77.64796,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0033
P-002115,12.969285,77.647981,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,
P-002116,12.969002,77.648071,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0035
P-002117,12.968859,77.648119,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0036
P-002118,12.968638,77.648162,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0037
P-002119,12.968425,77.648256,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0038
P-002120,12.968289,77.648302,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0039
P-002121,12.968432,77.648352,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0040
P-002122,12.968256,77.648579,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0041
P-002123,12.968134,77.648743,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0042
P-002124,12.967942,77.648963,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0043
P-002125,12.967812,77.649123,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0044
P-002126,12.967651,77.649429,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0045
P-002127,12.967498,77.649557,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0046
P-002128,12.967238,77.649784,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0047
P-002129,12.967085,77.649967,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0048
P-002130,12.966877,77.650122,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0049
P-002131,12.966693,77.650341,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0050
P-002132,12.966518,77.650632,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0051
P-002133,12.966445,77.650851,F-03-02,D-0030,,,LT-9m-Steel,W-031,,KSPDB-SD03-D-0030-0052
P-002134,12.966335,77.651026,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0053
P-002135,12.967369,77.650097,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0054
P-002136,12.967475,77.650337,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0055
P-002137,12.967523,77.650588,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,KSPDB-SD03-D-0030-0056
P-002138,12.967532,77.650805,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0057
P-002139,12.967554,77.650947,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0058
P-002140,12.967668,77.651181,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0059
P-002141,12.967755,77.651499,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0060
P-002142,12.967781,77.651733,F-03-02,D-0030,,,LT-9m-Steel,W-031,560034,KSPDB-SD03-D-0030-0061
P-002143,12.967817,77.652038,F-03-02,D-0030,,,LT-8m-PCC,W-031,,KSPDB-SD03-D-0030-0062
P-002144,12.967891,77.652221,F-03-02,D-0030,,,LT-9m-PCC,W-031,560034,
P-002145,12.967954,77.652375,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0064
P-002146,12.968151,77.652667,F-03-02,D-0030,,,LT-8m-Steel,W-031,560034,KSPDB-SD03-D-0030-0065
P-002147,12.968291,77.652896,F-03-02,D-0030,,,LT-8m-PCC,W-031,560034,KSPDB-SD03-D-0030-0066
P-002148,13.000696,77.64382,F-04-01,D-0031,1,,LT-9m-Steel,W-004,560034,KSPDB-SD04-D-0031-0001
P-002149,13.000815,77.643701,F-04-01,D-0031,2,P-002148,LT-8m-PCC,W-004,560034,KSPDB-SD04-D-0031-0002
P-002150,13.001009,77.643458,F-04-01,D-0031,3,P-002149,LT-9m-Steel,W-004,560034,
P-002151,13.001098,77.643311,F-04-01,D-0031,4,P-002150,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0004
P-002152,13.001154,77.643163,F-04-01,D-0031,5,P-002151,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0005
P-002153,13.001228,77.642892,F-04-01,D-0031,6,P-002152,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0006
P-002154,13.000649,77.644009,F-04-01,D-0031,1,,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0007
P-002155,13.0008,77.643826,F-04-01,D-0031,2,P-002154,LT-9m-Steel,W-004,560034,KSPDB-SD04-D-0031-0008
P-002156,13.000919,77.643724,F-04-01,D-0031,3,P-002155,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0009
P-002157,13.001047,77.643665,F-04-01,D-0031,4,P-002156,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0010
P-002158,13.001313,77.643506,F-04-01,D-0031,5,P-002157,LT-9m-Steel,W-004,560034,KSPDB-SD04-D-0031-0011
P-002159,13.000677,77.644035,F-04-01,D-0031,1,,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0012
P-002160,13.000846,77.643838,F-04-01,D-0031,2,P-002159,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0013
P-002161,13.001019,77.643526,F-04-01,D-0031,3,P-002160,LT-9m-Steel,W-004,560034,KSPDB-SD04-D-0031-0014
P-002162,13.001164,77.643252,F-04-01,D-0031,4,P-002161,LT-8m-PCC,W-004,560034,KSPDB-SD04-D-0031-0015
P-002163,13.00123,77.643127,F-04-01,D-0031,5,P-002162,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0016
P-002164,13.001322,77.642883,F-04-01,D-0031,6,P-002163,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0017
P-002165,13.000524,77.644282,F-04-01,D-0031,1,P-002154,LT-9m-Steel,W-004,560034,KSPDB-SD04-D-0031-0018
P-002166,13.000493,77.64452,F-04-01,D-0031,2,P-002165,LT-8m-Steel,W-004,560034,KSPDB-SD04-D-0031-0019
P-002167,13.000525,77.644797,F-04-01,D-0031,3,P-002166,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0020
P-002168,13.00053,77.644945,F-04-01,D-0031,4,P-002167,LT-9m-PCC,W-004,560034,KSPDB-SD04-D-0031-0021
P-002169,13.001284,77.644714,F-04-01,D-0032,1,,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0001
P-002170,13.001481,77.6446,F-04-01,D-0032,2,P-002169,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0002
P-002171,13.00168,77.644489,F-04-01,D-0032,3,P-002170,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0003
P-002172,13.002,77.644392,F-04-01,D-0032,4,P-002171,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0004
P-002173,13.002349,77.644355,F-04-01,D-0032,5,P-002172,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0005
P-002174,13.002533,77.644309,F-04-01,D-0032,6,P-002173,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0006
P-002175,13.002832,77.644219,F-04-01,D-0032,7,P-002174,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0007
P-002176,13.003056,77.644189,F-04-01,D-0032,8,P-002175,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0008
P-002177,13.003328,77.644246,F-04-01,D-0032,9,P-002176,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0009
P-002178,13.003646,77.6444,F-04-01,D-0032,10,P-002177,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0010
P-002179,13.003951,77.644589,F-04-01,D-0032,11,P-002178,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0011
P-002180,13.004194,77.64467,F-04-01,D-0032,12,P-002179,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0012
P-002181,13.00451,77.644798,F-04-01,D-0032,13,P-002180,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0013
P-002182,13.004633,77.644854,F-04-01,D-0032,14,P-002181,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0014
P-002183,13.004923,77.644996,F-04-01,D-0032,15,P-002182,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0015
P-002184,13.001497,77.644846,F-04-01,D-0032,1,,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0016
P-002185,13.001762,77.644892,F-04-01,D-0032,2,P-002184,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0017
P-002186,13.001981,77.644869,F-04-01,D-0032,3,P-002185,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0018
P-002187,13.002258,77.644873,F-04-01,D-0032,4,P-002186,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0019
P-002188,13.002507,77.644859,F-04-01,D-0032,5,P-002187,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0020
P-002189,13.002793,77.644953,F-04-01,D-0032,6,P-002188,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0021
P-002190,13.002989,77.645007,F-04-01,D-0032,7,P-002189,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0022
P-002191,13.003142,77.645063,F-04-01,D-0032,8,P-002190,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0023
P-002192,13.003351,77.64522,F-04-01,D-0032,9,P-002191,LT-8m-Steel,W-090,560034,
P-002193,13.003511,77.645392,F-04-01,D-0032,10,P-002192,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0025
P-002194,13.003774,77.645629,F-04-01,D-0032,11,P-002193,LT-9m-Steel,W-090,560034,
P-002195,13.003961,77.645854,F-04-01,D-0032,12,P-002194,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0027
P-002196,13.004067,77.64602,F-04-01,D-0032,13,P-002195,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0028
P-002197,13.004234,77.646192,F-04-01,D-0032,14,P-002196,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0029
P-002198,13.004428,77.646497,F-04-01,D-0032,15,P-002197,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0030
P-002199,13.004532,77.646717,F-04-01,D-0032,16,P-002198,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0031
P-002200,13.004602,77.646839,F-04-01,D-0032,17,P-002199,LT-9m-Steel,W-090,560034,KSPDB-SD04-D-0032-0032
P-002201,13.00478,77.647062,F-04-01,D-0032,18,P-002200,LT-8m-PCC,W-090,560034,KSPDB-SD04-D-0032-0033
P-002202,13.004848,77.6473,F-04-01,D-0032,19,P-002201,LT-8m-Steel,W-090,560034,KSPDB-SD04-D-0032-0034
P-002203,13.005011,77.64754,F-04-01,D-0032,20,P-002202,LT-9m-PCC,W-090,560034,KSPDB-SD04-D-0032-0035
P-002204,13.005944,77.646768,F-04-01,D-0033,1,,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0001
P-002205,13.005854,77.646628,F-04-01,D-0033,2,P-002204,LT-8m-Steel,W-114,560034,KSPDB-SD04-D-0033-0002
P-002206,13.005592,77.646428,F-04-01,D-0033,3,P-002205,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0003
P-002207,13.00531,77.646327,F-04-01,D-0033,4,P-002206,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0004
P-002208,13.005027,77.646163,F-04-01,D-0033,5,P-002207,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0005
P-002209,13.004807,77.64588,F-04-01,D-0033,6,P-002208,LT-9m-Steel,W-114,560034,KSPDB-SD04-D-0033-0006
P-002210,13.005727,77.646917,F-04-01,D-0033,1,,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0007
P-002211,13.005552,77.646763,F-04-01,D-0033,2,P-002210,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0008
P-002212,13.005316,77.646608,F-04-01,D-0033,3,P-002211,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0009
P-002213,13.005117,77.646548,F-04-01,D-0033,4,P-002212,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0010
P-002214,13.005676,77.646793,F-04-01,D-0033,1,P-002205,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0011
P-002215,13.005429,77.646977,F-04-01,D-0033,2,P-002214,LT-9m-Steel,W-114,560034,KSPDB-SD04-D-0033-0012
P-002216,13.005319,77.64713,F-04-01,D-0033,3,P-002215,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0013
P-002217,13.005152,77.647291,F-04-01,D-0033,4,P-002216,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0014
P-002218,13.005455,77.64602,F-04-01,D-0033,1,P-002207,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0015
P-002219,13.005529,77.645662,F-04-01,D-0033,2,P-002218,LT-8m-PCC,W-114,560034,
P-002220,13.005649,77.645391,F-04-01,D-0033,3,P-002219,LT-8m-Steel,W-114,560034,KSPDB-SD04-D-0033-0017
P-002221,13.005669,77.645042,F-04-01,D-0033,4,P-002220,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0018
P-002222,13.005732,77.644838,F-04-01,D-0033,5,P-002221,LT-8m-PCC,W-114,,KSPDB-SD04-D-0033-0019
P-002223,13.005899,77.644613,F-04-01,D-0033,6,P-002222,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0020
P-002224,13.006098,77.644491,F-04-01,D-0033,7,P-002223,LT-8m-PCC,W-114,,KSPDB-SD04-D-0033-0021
P-002225,13.006408,77.64444,F-04-01,D-0033,8,P-002224,LT-8m-PCC,W-114,560034,KSPDB-SD04-D-0033-0022
P-002226,13.005907,77.647224,F-04-01,D-0033,1,,LT-9m-PCC,W-114,560034,KSPDB-SD04-D-0033-0023
P-002227,13.005829,77.647545,F-04-01,D-0033,2,P-002226,LT-9m-Steel,W-114,560034,KSPDB-SD04-D-0033-0024
